1.274857 824.732694 0.033367 0.007704 0.033367 1.274857 886.589542 0.030618 0.008281 0.030618 1.274857 1125.522019 0.038311 0.010509 0.038311 1.274857 994.073398 0.043106 0.009283 0.043106 1.274857 1178.575267 0.050447 0.011003 0.050447 1.274857 1103.844305 0.036916 0.010307 0.036916 1.274857 1369.651829 0.051240 0.012785 0.051240 1.274857 1158.430863 0.044376 0.010816 0.044376 1.274857 998.994957 0.043172 0.009329 0.043172 1.274857 1161.756130 0.054932 0.010847 0.054932 
1.167603 42820.711235 0.687389 0.475794 0.687389 1.167603 44615.370595 0.701543 0.495734 0.701543 1.167603 45215.076145 0.706536 0.502397 0.706536 1.167603 270.904466 0.017155 0.003025 0.017155 1.167603 272.540971 0.017122 0.003043 0.017122 1.167603 278.883399 0.015911 0.003114 0.015911 1.167603 288.397495 0.018177 0.003220 0.018177 1.167603 328.901740 0.021204 0.003670 0.021204 1.167603 322.175531 0.020872 0.003595 0.020872 1.167603 358.908716 0.023164 0.004003 0.023164 
1.167603 1701.282937 0.078698 0.018918 0.078698 1.167603 1412.741503 0.069323 0.015712 0.069323 1.167603 1174.165458 0.072337 0.013061 0.072337 1.167603 823.693523 0.054609 0.009167 0.054609 1.167603 790.358897 0.044460 0.008797 0.044460 1.167603 1111.282295 0.045671 0.012363 0.045671 1.167603 1293.989892 0.049733 0.014393 0.049733 1.167603 1049.230956 0.048132 0.011673 0.048132 1.167603 810.690807 0.050885 0.009023 0.050885 1.167603 754.349390 0.047995 0.008397 0.047995 
1.167603 10197.384421 0.286152 0.113318 0.286152 1.167603 16016.053901 0.399180 0.177969 0.399180 1.167603 20298.506125 0.460469 0.225551 0.460469 1.167603 17550.403634 0.417773 0.195017 0.417773 1.167603 15893.820810 0.392227 0.176610 0.392227 1.167603 15030.114073 0.366523 0.167014 0.366523 1.167603 7543.053632 0.205651 0.083826 0.205651 1.167603 304.916124 0.019245 0.003403 0.019245 1.167603 279.603282 0.020690 0.003122 0.020690 1.167603 297.500287 0.014733 0.003321 0.014733 
2.630310 453412.847899 0.997569 0.995145 0.997569 2.630310 7146.554376 0.048330 0.015700 0.048330 2.630310 2536.014262 0.022642 0.005581 0.022642 2.630310 1979.308204 0.018649 0.004359 0.018649 2.630310 1919.733923 0.016479 0.004229 0.016479 2.630310 1761.317071 0.017535 0.003881 0.017535 2.630310 1780.021090 0.016013 0.003922 0.016013 2.630310 1898.918595 0.019039 0.004183 0.019039 2.630310 1768.943029 0.015558 0.003898 0.015558 2.630310 1788.193372 0.018371 0.003940 0.018371 
2.630310 45494.193851 0.183793 0.099864 0.183793 2.630310 2422.961376 0.026852 0.005333 0.026852 2.630310 1408.027409 0.018325 0.003105 0.018325 2.630310 1333.896361 0.015584 0.002943 0.015584 2.630310 1403.361773 0.017497 0.003095 0.017497 2.630310 1467.689613 0.020492 0.003236 0.020492 2.630310 1271.433780 0.016736 0.002806 0.016736 2.630310 1225.931405 0.015868 0.002706 0.015868 2.630310 1218.349354 0.014725 0.002689 0.014725 2.630310 1246.445428 0.013556 0.002751 0.013556 
1.167603 143.358363 0.011634 0.001608 0.011634 1.167603 139.358592 0.010345 0.001564 0.010345 1.167603 124.408573 0.008535 0.001397 0.008535 1.167603 115.237433 0.008079 0.001296 0.008079 1.167603 113.789068 0.008327 0.001279 0.008327 1.167603 121.081906 0.009160 0.001360 0.009160 1.167603 129.131921 0.009245 0.001450 0.009245 1.167603 156.875440 0.011680 0.001758 0.011680 1.167603 145.587899 0.010957 0.001633 0.010957 1.167603 138.384057 0.008991 0.001553 0.008991 
3.507996 1473.134408 0.021330 0.001834 0.021330 3.507996 1178.199469 0.021265 0.001470 0.021265 3.507996 1346.769080 0.021788 0.001678 0.021788 3.507996 1240.440329 0.015773 0.001547 0.015773 3.507996 1490.221510 0.015178 0.001855 0.015178 3.507996 1761.670858 0.016026 0.002190 0.016026 3.507996 2023.226121 0.014136 0.002513 0.014136 3.507996 1605.118420 0.011649 0.001997 0.011649 3.507996 1693.833557 0.011619 0.002106 0.011619 3.507996 1603.512328 0.013806 0.001995 0.013806 
3.507996 854.529092 0.006480 0.001070 0.006480 3.507996 1385.055187 0.009612 0.001725 0.009612 3.507996 561.799072 0.004527 0.000709 0.004527 3.507996 771.717566 0.006189 0.000968 0.006189 3.507996 682.696310 0.005182 0.000858 0.005182 3.507996 1154.784568 0.007159 0.001441 0.007159 3.507996 1039.687960 0.008592 0.001299 0.008592 3.507996 687.291958 0.004553 0.000864 0.004553 3.507996 1926.636144 0.010417 0.002394 0.010417 3.507996 2681.099270 0.012504 0.003325 0.012504 
3.507996 52111.998536 0.229275 0.064350 0.229275 3.507996 53303.639978 0.232878 0.065821 0.232878 3.507996 52744.283090 0.232253 0.065131 0.232253 3.507996 52810.301269 0.230690 0.065212 0.230690 3.507996 53770.090674 0.233945 0.066397 0.233945 3.507996 52153.165865 0.229397 0.064401 0.229397 3.507996 53899.538402 0.233014 0.066557 0.233014 3.507996 52271.017772 0.230382 0.064546 0.230382 3.507996 53000.856953 0.230753 0.065447 0.230753 3.507996 53112.524778 0.232352 0.065585 0.232352 
